,0,1,2,3,4,5,6,7,8
0,"Number of Technical and Vocational Institution, Teacher and Student 2011",,,,,,,,
1,Upazila/city corporation,"
Institution",Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,Upazila/city corporation,"
Institution",Male,Female,Total,Male,Female,Total,Students per teacher
3,Batiaghata,2,9,3,12,116,47,163,36
4,Dacope,1,12,1,13,280,80,360,28
5,Dighalia,2,20,4,24,386,214,600,25
6,Dumuria,2,70,11,81,310,115,465,6
7,Khulna City Corporation,8,120,2,122,2814,458,3272,1
8,Koyra,0,0,0,0,0,0,0,0
9,Paikgachha,3,15,4,19,160,163,323,17
10,Phultala,0,0,0,0,0,0,0,0
11,Rupsa,3,23,5,28,185,87,272,10
12,Terokhada,3,7,3,10,252,182,434,43
13,Total,24,276,33,309,4503,1346,5889,19
