,0,1,2,3,4,5,6,7,8,9,10
0,Number of Branch and Accounts of Sonali and Janata Bank 2011,,,,,,,,,,
1,"
Upazila/City corporation",Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
2,"
Upazila/City corporation","Number of
branch",Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
3,"
Upazila/City corporation","Number of
branch",S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
4,Batiaghata,1,4464,115,230,17,0,0,0,0,0
5,Dacope,1,7750,23,164,40,0,0,0,0,0
6,Dighalia,2,20201,408,122,33,1,5020,106,48,0
7,Dumuria,3,54,1,369,53,1,0,0,0,0
8,Khulna City Corporation,11,14774,1115,701,98,7,14056,1284,418,69
9,Koyra,1,596,1433,194,37,0,0,0,0,0
10,Paikgachha,1,5326,567,120,85,2,10069,1132,854,10
11,Phultala,1,7000,250,150,15,0,0,0,0,0
12,Rupsa,1,4601,225,195,26,1,10237,122,57,9
13,Terokhada,1,8645,442,71,26,0,0,0,0,0
14,Total,23,73411,4579,2316,430,12,39382,2644,1377,88
