,0,1,2,3,4,5,6,7
0,Number of Technical Personnel 2011,,,,,,,
1,Upazila/city corporation,Agricultural personnel,"Live-
stock personnel",Plant protection,Fishery personnel,Sanitary personnel,"Family
planning personnel",Trained midwives
2,Batiaghata,11,2,1,4,10,40,190
3,Dacope,18,15,4,3,10,51,150
4,Dighalia,18,9,1,5,3,72,130
5,Dumuria,36,15,1,2,2,40,192
6,Khulna City Corporation,32,22,4,12,28,381,383
7,Koyra,31,22,5,5,6,23,126
8,Paikgachha,48,8,3,4,6,64,112
9,Phultala,11,12,4,5,17,56,110
10,Rupsa,17,6,2,2,12,54,111
11,Terokhada,18,11,1,10,14,58,144
12,Total,240,122,26,52,108,839,1648
