,0,1,2
0,Number of Money Exchange Agency 2011,,
1,"
Upazila/city corporation","Number of money
exchange agency","
Number of employee"
2,Batiaghata,0,0
3,Dacope,0,0
4,Dighalia,0,0
5,Dumuria,0,0
6,Khulna City Corporation,19,56
7,Koyra,0,0
8,Paikgachha,2,6
9,Phultala,0,0
10,Rupsa,0,0
11,Terokhada,0,0
12,Total,21,62
