,0,1,2,3,4,5
0,Existing position of Government employee by category 2011,,,,,
1,Upazila/city corporation,Class-I,Class-II,Class-III,Class-IV,Number of total employee
2,Batiaghata,27,29,553,111,720
3,Dacope,20,21,261,76,378
4,Dighalia,18,19,245,80,362
5,Dumuria,32,38,283,111,464
6,Khulna City Corporation,821,509,10080,4423,15833
7,Koyra,19,7,447,42,515
8,Paikgachha,26,23,237,98,382
9,Phultala,33,38,249,82,402
10,Rupsa,21,18,245,82,366
11,Terokhada,24,20,218,66,328
12,Total,1041,722,12818,5171,19750
