,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,"
Thana/ Upazila Name",Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
2,"
Thana/ Upazila Name","Weaving/
Handloom",Handy,"Husking
crafts mill","Goor
processing","Biri
Factory","Salt
processing","Dry fish
processing",Pottery,Others
3,Batiaghata,0,133,3594,0,4,0,0,26,120
4,Dacope,0,0,30,0,0,0,0,0,0
5,Dighalia,0,44,1360,0,0,0,0,32,0
6,Dumuria,420,815,1236,0,0,0,0,2260,312
7,Khulna City Corporation,2,14,34,2,0,1,1,0,15
8,Koyra,0,0,52,0,0,0,25,3,0
9,Paikgachha,0,0,133,532,0,0,37,120,500
10,Phultala,260,925,1496,0,0,0,0,3,0
11,Rupsa,0,0,27,0,1,5,0,78,62
12,Terokhada,0,0,170,115,0,0,0,0,0
13,Total,682,1931,8132,649,5,6,63,2522,1009
