,0,1,2,3,4,5,6,7
0,Number of Jute Mill and Number of Workers 2011,,,,,,,
1,"
Upazila/city corporation","
Number of mill",Number of loom (installed),Number of loom,Number of loom,Number of workers,Number of workers,Number of workers
2,"
Upazila/city corporation","
Number of mill",Number of loom (installed),Operative,Non- operational,Permanent,Temporary,Total
3,Batiaghata,0,0,0,0,0,0,0
4,Dacope,0,0,0,0,0,0,0
5,Dighalia,3,870,782,88,2726,5749,8475
6,Dumuria,0,0,0,0,0,0,0
7,Khulna City Corporation,7,5015,3961,1054,4215,15038,19253
8,Koyra,0,0,0,0,0,0,0
9,Paikgachha,0,0,0,0,0,0,0
10,Phultala,1,0,0,0,0,2000,2000
11,Rupsa,0,0,0,0,0,0,0
12,Terokhada,0,0,0,0,0,0,0
13,Total,11,5885,4743,1142,6941,22787,29728
