,0,1,2,3,4,5,6
0,"Number of Government Office, Bank, NGO s and Dak-Banglow,  Rest House 2011",,,,,,
1,"
Upazila/city corporation",All   Government office,"
Post office","All  nationalize bank
branch",All private bank branch,"
All NGO’s",Dak- banglow/ rest house
2,Batiaghata,21,16,4,1,16,1
3,Dacope,28,5,4,0,18,1
4,Dighalia,23,15,4,2,11,5
5,Dumuria,34,29,7,6,17,2
6,Khulna City Corporation,142,16,36,33,58,6
7,Koyra,23,19,4,0,15,0
8,Paikgachha,38,28,2,15,21,1
9,Phultala,27,10,5,5,16,1
10,Rupsa,28,16,6,0,18,1
11,Terokhada,25,13,4,0,11,1
12,Total,389,167,76,62,201,19
