,0,1,2,3,4,5,6
0,Police personnel and criminal offences by municipality 2011,,,,,,
1,Habiganj,,,,,,
2,,,,,,,
3, Upazila,Police personnel,Criminal offence - Number of offence,Criminal offence - Number of case filled,Traffic accident (Reported) - Number of accident,Traffic accident (Reported) - Person killed,Traffic accident (Reported) - Person injured
4,Azmirigonj,26,10,10,1,1,0
5,Bahubal,0,0,0,0,0,0
6,Baniachang,0,0,0,0,0,0
7,Chunarughat,35,296,296,5,5,3
8,Habiganj Sadar,190,255,255,63,0,16
9,Lakhai,0,0,0,0,0,0
10,Madhabpur,35,35,35,6,0,0
11,Nabiganj,37,1183,338,6,3,10
12,Total,323,1779,934,81,9,29
