,0,1,2,3,4,5,6,7,8
0,"Number of technical and vocational institution, teacher and student 2011",,,,,,,,
1,Habiganj,,,,,,,,
2,,,,,,,,,
3,Upazila,Institution,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Azmirigonj,0,0,0,0,0,0,0,0
5,Bahubal,0,0,0,0,0,0,0,0
6,Baniachang,0,0,0,0,0,0,0,0
7,Chunarughat,0,0,0,0,0,0,0,0
8,Habiganj Sadar,2,40,3,43,1408,278,1686,39
9,Lakhai,0,0,0,0,0,0,0,0
10,Madhabpur,0,0,0,0,0,0,0,0
11,Nabiganj,0,0,0,0,0,0,0,0
12,Total,2,40,3,43,1408,278,1686,39
