,0,1,2,3,4,5,6
0,Population by religion 2011,,,,,,
1,Habiganj,,,,,,
2,,,,,,,
3,Upazila,Muslim,Hindu,Buddhist,Christian,Others,Total
4,Azmirigonj,85004,29250,1,7,3,114265
5,Bahubal,168819,28471,6,579,122,197997
6,Baniachang,272672,59343,8,18,489,332530
7,Chunarughat,236501,63370,6,642,1531,302110
8,Habiganj Sadar,293447,35249,33,104,260,329093
9,Lakhai,127897,20832,1,23,58,148811
10,Madhabpur,256967,61059,19,932,39,319016
11,Nabiganj,289801,54833,179,49,317,345179
12,Total,1731108,352407,253,2354,2819,2089001
