,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,Habiganj,,,,,,,
2,,,,,,,,
3,Upazila,Pond,Dighee,River flow,Flood camp/ shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
4,Azmirigonj,632,19,2,0,0,6,0
5,Bahubal,3035,10,2,3,0,7,0
6,Baniachang,3242,208,12,3,0,4,0
7,Chunarughat,8738,3,3,3,0,0,1
8,Habiganj Sadar,7642,3,3,0,0,5,1
9,Lakhai,3900,0,6,0,0,18,0
10,Madhabpur,2744,8,3,2,0,1,0
11,Nabiganj,5107,106,5,1,0,7,0
12,Total,35040,357,36,12,0,48,2
