,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Biral,17,22,5,27,295,215,510,19
4,Birampur,2,5,0,5,80,30,110,22
5,Birganj,16,108,0,108,1850,105,1955,18
6,Bochaganj,0,0,0,0,0,0,0,0
7,Chirirbandar,5,30,0,30,700,0,700,23
8,Dinajpur Sadar,8,123,0,123,2460,0,2460,20
9,Fulbari,3,3,0,3,60,80,140,47
10,Ghoraghat,24,65,0,65,1135,30,1165,18
11,Hakimpur,1,37,0,37,739,0,733,20
12,Kaharole,7,52,0,52,1200,0,1200,23
13,Khansama,4,17,7,24,410,50,460,19
14,Nawabganj,0,0,0,0,0,0,0,0
15,Parbatipur,22,77,9,86,495,591,986,11
16,Total,109,539,21,560,9424,1101,10419,19
