,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank - Number of  branch,Krishi bank - Account - S.D,Krishi bank - Account - C.D,Krishi bank - Account - F.D,Krishi bank - Account - S.T.D,Co-operative bank - Number of  branch,Co-operative bank - Account - S.D,Co-operative bank - Account - C.D,Co-operative bank - Account - F.D,Co-operative bank - Account - S.T.D
3,Biral,5,9387,187,177,18,0,0,0,0,0
4,Birampur,3,4820,215,112,16,0,0,0,0,0
5,Birganj,2,13898,498,123,83,0,0,0,0,0
6,Bochaganj,2,7613,243,69,7,0,0,0,0,0
7,Chirirbandar,3,10984,175,143,10,0,0,0,0,0
8,Dinajpur Sadar,5,10307,1589,1050,2575,1,1525,1,1,0
9,Fulbari,2,7162,122,151,4,0,0,0,0,0
10,Ghoraghat,2,8560,251,183,0,0,0,0,0,0
11,Hakimpur,2,8554,845,75,5,0,0,0,0,0
12,Kaharole,2,8949,11,76,12,0,0,0,0,0
13,Khansama,1,4781,521,18,16,0,0,0,0,0
14,Nawabganj,2,4725,114,95,15,0,0,0,0,0
15,Parbatipur,4,14839,195,237,23,0,0,0,0,0
16,Total,35,114579,4966,2509,2784,1,1525,1,1,0
