,0,1,2,3,4
0,Area and production of turmeric and ginger 2009-10,,,,
1,(Area in acre and production in metric ton),,,,
2,Upazila,Turmeric Area,Turmeric Production,Ginger Area,Ginger Production
3,Biral,54,216,6,16
4,Birampur,45,200,17,92
5,Birganj,57,69,65,474
6,Bochaganj,124,118,10,35
7,Chirirbandar,49,75,34,99
8,Dinajpur Sadar,37,31,30,42
9,Fulbari,49,20,5,7
10,Ghoraghat,30,126,10,51
11,Hakimpur,10,68,3,21
12,Kaharole,29,34,9,19
13,Khansama,90,324,104,348
14,Nawabganj,190,807,26,140
15,Parbatipur,47,89,6,24
16,Total,811,2177,325,1367
