,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry - Weaving/ handloom,Small scale and cottage industry - Handy,Small scale and cottage industry - Husking crafts mill,Small scale and cottage industry - Goor processing,Small scale and cottage industry - Biri factory,Small scale and cottage industry - Salt processing,Small scale and cottage industry - Dry fish processing,Small scale and cottage industry - Pottery,Small scale and cottage industry - Others
3,Biral,0,42,602,0,0,0,0,22,42
4,Birampur,0,10,50,0,0,0,0,25,10
5,Birganj,0,350,155,0,0,0,0,51,0
6,Bochaganj,0,0,1705,3,0,0,0,24,804
7,Chirirbandar,250,160,75,0,0,0,0,10,10
8,Dinajpur Sadar,10,87,55,0,0,0,0,44,30
9,Fulbari,0,55,22,0,0,0,0,18,5
10,Ghoraghat,0,5,88,0,0,0,0,34,20
11,Hakimpur,0,0,738,0,1,0,0,2,0
12,Kaharole,0,104,4397,0,0,0,0,138,8
13,Khansama,0,1,116,0,0,0,0,20,0
14,Nawabganj,0,85,70,24,0,0,0,170,55
15,Parbatipur,0,168,385,0,0,0,0,83,114
16,Total,260,1067,8458,27,1,0,0,641,1098
