,0,1,2,3,4,5,6,7,8
0,"Number of registered primary school (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of registered primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of registered primary school,Male,Female,Total,Male,Female,Total,Students per teacher
4,Chandpur Sadar,38,54,73,127,3602,4401,8003,63
5,Foridganj,48,87,69,156,4204,5207,9211,59
6,Haimchar,4,9,2,11,325,372,697,63
7,Hajiganj,56,56,168,224,2634,6300,8934,40
8,Kachua,57,94,100,194,4851,5392,10243,53
9,Matlab Dakshin,45,82,75,157,3912,3992,7904,50
10,Matlab Uttar,50,80,120,200,3323,3462,6785,34
11,Shahrasti,26,29,50,79,1899,2235,4134,52
12,Total,324,491,657,1148,24750,31361,55911,49
