,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Mango Area,Mango Production,Litchi Area,Litchi Production,Blackberry Area,Blackberry Production
3,Azmirigonj,30,120,1,0,10,105
4,Bahubal,33,89,8,133,0,26
5,Baniachang,70,17,0,0,0,0
6,Chunarughat,0,2786,0,4,0,225
7,Habiganj Sadar,0,160,0,0,0,0
8,Lakhai,56,43,0,0,4,264
9,Madhabpur,0,2088,2,30,0,48
10,Nabiganj,47,360,12,30,12,25
11,Total,236,5663,23,197,26,693
