,0,1,2,3,4,5
0,Land area based on utilization 2008,,,,,
1,Habiganj,,,,,
2,,,,,,
3,Upazila,Operated area,Permanent cropped area,Temporary cropped area,Permanent fallow area,Others
4,Azmirigonj,32264,6,30439,50,1819
5,Bahubal,33679,1762,26199,147,5718
6,Baniachang,86747,179,81119,25,5449
7,Chunarughat,48374,2154,38268,130,7952
8,Habiganj Sadar,43413,890,35703,79,6820
9,Lakhai,35066,92,32648,29,2326
10,Madhabpur,53246,1363,44493,105,7390
11,Nabiganj,65494,1344,54056,188,10094
12,Total,398283,7790,342925,754,47568
