,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Tomato Area,Tomato Production,Radish Area,Radish Production,Bean Area,Bean Production
3,Azmirigonj,99,800,74,900,25,100
4,Bahubal,84,81,172,1132,76,146
5,Baniachang,27,5,10,3,40,7
6,Chunarughat,98,800,52,525,145,160
7,Habiganj Sadar,179,501,200,3000,150,288
8,Lakhai,10,19,19,114,0,0
9,Madhabpur,48,172,252,529,38,166
10,Nabiganj,49,120,89,280,148,300
11,Total,594,2499,868,6483,622,1167
