,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of kindergarten school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Azmirigonj,5,14,14,28,307,254,561,20
4,Bahubal,22,77,33,110,680,360,1540,14
5,Baniachang,5,12,23,35,382,238,622,18
6,Chunarughat,49,100,120,220,1705,2004,3709,17
7,Habiganj Sadar,80,165,235,400,4658,4958,9616,24
8,Lakhai,5,10,21,31,256,253,509,16
9,Madhabpur,25,56,72,128,1235,1187,2422,19
10,Nabiganj,47,100,135,235,2832,3042,5875,25
11,Total,238,534,653,1187,12055,12296,24854,21
