,0,1,2,3
0,"Number of vocational institutes by municipality, city corporation 2011",,,
1,,,,
2,Municipality,Number of Institution,Number of teacher,Number of student
3,Gangni,2,25,467
4,Mujibnagar,0,0,0
5,Meherpur Sadar,3,11,282
6,Total,5,36,749
