,0,1,2,3,4,5
0,Number of employee by local Government institution 2011,,,,,
1,,,,,,
2,Upazila,City Corporation,Municipality,Zila Parishad,Upazila Parishad,Union Parishad
3,Gangni,0,53,0,12,99
4,Mujibnagar,0,0,0,1,36
5,Meherpur Sadar,0,97,335,302,75
6,Total,0,150,335,315,210
