,0,1,2,3,4,5,6,7,8
0,"Number of Non-government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Atrai,6,143,19,162,1493,1363,2856,18
4,Badalgachhi,4,79,21,101,469,451,920,9
5,Dhamoirhat,5,192,20,212,508,780,1288,6
6,Manda,11,269,31,300,3330,1946,5276,18
7,Mahadebpur,3,68,5,73,356,402,758,10
8,Naogaon sadar,5,97,29,126,1504,636,2140,17
9,Niamatpur,4,129,15,144,1195,723,1918,13
10,Patnitala,5,51,10,101,706,678,1384,14
11,Porsha,3,110,6,116,826,1184,2010,17
12,Raninagar,4,84,19,103,796,749,1545,15
13,Sapahar,3,79,11,90,238,1672,1710,21
14,Total,53,1301,186,1528,11421,10584,21805,14
