,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank - Number of  branch,Krishi bank - Account - S.D,Krishi bank - Account - C.D,Krishi bank - Account - F.D,Krishi bank - Account - S.T.D,Co-operative bank - Number of  branch,Co-operative bank - Account - S.D,Co-operative bank - Account - C.D,Co-operative bank - Account - F.D,Co-operative bank - Account - S.T.D
3,Atrai,3,6741,175,81,16,0,0,0,0,0
4,Badalgachhi,2,1463,318,110,12,0,0,0,0,0
5,Dhamoirhat,2,265,272,86,51,0,0,0,0,0
6,Manda,4,3304,334,218,12,0,0,0,0,0
7,Mahadebpur,3,11582,3821,7013,86,0,0,0,0,0
8,Naogaon sadar,5,10150,1033,851,1,1,1024,520,140,71
9,Niamatpur,2,3038,31,36,5,0,0,0,0,0
10,Patnitala,3,422,204,225,3,0,0,0,0,0
11,Porsha,1,2270,170,25,1,0,0,0,0,0
12,Raninagar,2,8921,482,57,10,0,0,0,0,0
13,Sapahar,1,5787,45,44,42,0,0,0,0,0
14,Total,28,53943,6885,8746,239,1,1024,520,140,71
