,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank - Number of  branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of  branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
3,Atrai,2,11500,389,139,33,2,14807,1079,117,16
4,Badalgachhi,2,5401,320,93,45,1,15939,71,56,8
5,Dhamoirhat,2,23775,2050,180,74,3,10256,850,122,76
6,Manda,1,858,45,60,40,3,719,293,68,1
7,Mahadebpur,2,8305,417,162,50,3,11695,604,90,15
8,Naogaon sadar,2,25025,887,314,58,3,29823,2404,326,106
9,Niamatpur,1,6908,685,64,34,1,207,73,17,0
10,Patnitala,1,6890,1197,29,5,3,462,237,94,3
11,Porsha,1,125,0,30,27,1,160,132,42,7
12,Raninagar,4,9722,366,207,68,0,0,0,0,0
13,Sapahar,1,4155,269,72,93,2,8751,85,46,14
14,Total,19,102664,6625,1350,527,22,92819,5828,978,246
