,0,1,2,3,4
0,Number of printing press and person engaged 2011,,,,
1,,,,,
2, Upazila, Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Atrai,2,1,2,3
4,Badalgachhi,1,1,2,3
5,Dhamoirhat,1,2,4,6
6,Manda,1,1,4,5
7,Mahadebpur,1,2,1,3
8,Naogaon sadar,11,16,42,58
9,Niamatpur,2,13,5,24
10,Patnitala,5,5,5,10
11,Porsha,1,1,1,2
12,Raninagar,2,2,8,10
13,Sapahar,2,2,1,3
14,Total,29,46,75,127
