,0,1,2,3,4
0,Upazila Wise Statistics on Low Lift Pump Scheme 2010-11,,,,
1,Khulna,,,,
2,,,,,
3,Upazila/city corporation,Number of pumps fielded Electric,Number of pumps fielded Diesel,Number of pumps fielded Total,Area irrigated (in acres)
4,Batiaghata,401,320,721,6573
5,Dacope,0,0,0,0
6,Dighalia,37,1013,1050,10279
7,Dumuria,50,1685,1735,42215
8,Khulna City Corporation,32,14,46,163
9,Koyra,4,204,208,582
10,Paikgachha,93,1856,1949,6662
11,Phultala,41,100,141,7776
12,Rupsa,388,775,1164,13671
13,Terokhada,4,1861,1865,3505
14,Total,1050,7828,8879,84764
