,0,1,2,3,4
0,Number of Bamboo and Cane Industry and Persons Engaged 2011,,,,
1,Khulna,,,,
2,,,,,
3,Upazila/city corporation,Units,Persons engaged Family,Persons engaged Hired,Persons engaged Total
4,Batiaghata,118,354,0,354
5,Dacope,65,130,0,130
6,Dighalia,44,154,0,154
7,Dumuria,510,940,0,940
8,Khulna City Corporation,11,17,20,37
9,Koyra,35,70,0,70
10,Paikgachha,125,250,150,400
11,Phultala,119,169,30,199
12,Rupsa,43,131,0,131
13,Terokhada,17,51,0,51
14,Total,1087,2266,200,2466
