,0,1,2,3,4,5,6
0,"Area and Production of wheat, jute and sugarcane 2010-11",,,,,,
1,Khulna,,,,,,
2,,,,,,,
3,Upazila/city corporation,Wheat Area,Wheat Production,Jute Area,Jute Production,Sugarcane Area,Sugarcane Production
4,Batiaghata,8,5,163,85,2.5,13
5,Dacope,0,0,7,3,0,0
6,Dighalia,18,16,212,3987,5,3025
7,Dumuria,82,92,5555,2422,28.5,339
8,Khulna City Corporation,0,0,0,0,0,0
9,Koyra,12,10,38,30,2,15
10,Paikgachha,162,111,143,135,36,629
11,Phultala,91,15,25,26,11,264
12,Rupsa,10,10,18,15,10,87
13,Terokhada,31,28,57,27,185,1850
14,Total,414,287,6218,6730,280,6222
