,0,1,2,3
0,Number of selected agricultural machine 2008,,,
1,Khulna,,,
2,,,,
3,Upazila/city corporation,Number of power Tiller,Tractor,Number of Threshing Machine
4,Batiaghata,226,40,49
5,Dacope,200,26,85
6,Dighalia,26,9,377
7,Dumuria,279,15,1428
8,Khulna City Corporation,15,5,47
9,Koyra,165,34,316
10,Paikgachha,77,48,171
11,Phultala,11,3,317
12,Rupsa,24,8,131
13,Terokhada,121,24,413
14,Total,1144,212,3334
