,0,1,2,3,4,5
0,Existing position of Government employee by category 2011,,,,,
1,Khulna,,,,,
2,,,,,,
3,Upazila/city corporation,Class-I,Class-II,Class-III,Class-IV,Number of total employee
4,Batiaghata,27,29,553,111,720
5,Dacope,20,21,261,76,378
6,Dighalia,18,19,245,80,362
7,Dumuria,32,38,283,111,464
8,Khulna City Corporation,821,509,10080,4423,15833
9,Koyra,19,7,447,42,515
10,Paikgachha,26,23,237,98,382
11,Phultala,33,38,249,82,402
12,Rupsa,21,18,245,82,366
13,Terokhada,24,20,218,66,328
14,Total,1041,722,12818,5171,19750
