,0,1,2,3,4,5,6
0,"Area and Production of brinjal, lady s finger and arum 2010-11",,,,,,
1,Khulna,,,,,,
2,(Area in acre  production in metric ton),,,,,,
3,Upazila/city corporation,Brinjal Area,Brinjal Production,Ladys finger Area,Ladys finger Production,Arum Area,Arum Production
4,Batiaghata,146,92,29,16,80,232
5,Dacope,48,37,27,28,51,53
6,Dighalia,26,78,19,60,25,72
7,Dumuria,368,699,105,193,99,70
8,Khulna City Corporation,4,6,2,3,3,6
9,Koyra,18,35,10,14,19,36
10,Paikgachha,181,999,57,85,15,30
11,Phultala,18,60,31,89,5,208
12,Rupsa,165,276,22,17,124,338
13,Terokhada,49,33,26,24,33,116
14,Total,1023,2316,327,530,453,1160
