,0,1,2,3,4,5,6
0,Area and Production of Rice Crops 2010-11,,,,,,
1,Khulna,,,,,,
2,(Area in acre  production in metric ton),,,,,,
3,Upazila/city corporation,Aus Area,Aus Production,Aman Area,Aman Production,Boro Area,Boro Production
4,Batiaghata,619,812,41130,37411,6605,68546
5,Dacope,1341,1209,37998,35533,265,387
6,Dighalia,1932,36960,5535,162745,9760,480535
7,Dumuria,4080,2507,40065,42225,47360,78782
8,Khulna City Corporation,0,0,640,495,265,236
9,Koyra,20,20,11164,10656,1403,1622
10,Paikgachha,119,398,15125,42330,1680,6105
11,Phultala,1196,1005,4124,4511,6520,10586
12,Rupsa,520,503,10841,10316,15085,24579
13,Terokhada,1910,2185,6700,1868,6420,28368
14,Total,11737,45599,173322,348090,95363,699746
