,0,1,2,3,4,5,6
0,Annual average wholesale price of selected building material 2011,,,,,,
1,,,,,,,
2,(Price in taka) - Upazila,(Price in taka) - Brick-01 (per1000),(Price in taka) - Cement (per 50 kg bag),(Price in taka) - Iron bar (per ton),(Price in taka) - Sand-01 (per c.f.t.),(Price in taka) - Sand-02 (per c.f.t.),(Price in taka) - Stone (per c.f.t.)
3,Dhaka Metropolitan,7500,480,60000,10,6,125
4,Dhamrai,7000,380,58000,18,12,120
5,Dohar,7500,380,63000,7.5,3.5,160
6,Keraniganj,6000,475,60000,40,15,75
7,Nawabganj,7000,375,48000,35,10,160
8,Savar,6500,460,64300,20,13,130
9,Average,6917,425,58885,22,10,128
