,0,1,2,3
0,Number of co-operative society 2011,,,
1,,,,
2, Upazila, Number, Number of employee, Number of client
3,Dhaka Metropolitan,8463,783,3537.187
4,Dhamrai,326,500,15000
5,Dohar,344,65,10770
6,Keraniganj,779,1127,75258
7,Nawabganj,212,308,53028
8,Savar,1028,155,71512
9,Total,11152,2938,229105
