,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  institute,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Dhaka Metropolitan,64,1262,865,2127,37054,34177,71231,33
4,Dhamrai,1,14,3,17,300,150,450,26
5,Dohar,2,51,8,59,1087,1364,2451,42
6,Keraniganj,6,105,45,150,1106,1658,2764,18
7,Nawabganj,3,54,10,64,1959,1991,3950,62
8,Savar,10,188,84,272,4662,3677,8339,31
9,Total,86,1674,1015,2689,46168,43017,89185,33
