,0,1,2,3,4
0,Land area based on utilization 2008,,,,
1,Dhaka,,,,
2,,,,,
3, Upazila, Total area,Permanent cropped area,Temporary cropped area,Permanent fallow area
4,Dhaka Metropolitan,204131,10591,54407,7650
5,Dhamrai,57337,1350,44604,154
6,Dohar,20274,1082,12464,934
7,Keraniganj,31265,775,19559,1091
8,Nawabganj,43340,831,32304,426
9,Savar,50465,1765,27678,1353
10,Total,406811,16394,191016,11609
