,0,1,2,3
0,"Number of railway station, steamer, launch station and bus stand 2011",,,
1,,,,
2, Upazila, Railway station, Steamer/launch station, Bus stand
3,Dhaka Metropolitan,8,4,41
4,Dhamrai,0,0,14
5,Dohar,0,0,2
6,Keraniganj,0,0,7
7,Nawabganj,0,0,40
8,Savar,0,1,10
9,Total,8,5,114
