,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Upazila,Class-I,Class-II,Class-III,Class-IV,"Number of
employee"
2,Gazipur Sadar,396,176,2927,1609,5108
3,Kaliakair,65,43,1008,211,1327
4,Kaliganj,49,18,1005,89,1161
5,Kapashia,63,41,1305,104,1513
6,Sreepur,39,34,1006,224,1303
7,Total,612,312,7251,2237,10412
