,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,,,,,,,
2, Upazila, Total holding,Number of holding based on cattle heads,Number of holding based on cattle heads,Number of holding based on cattle heads,Number of holding based on cattle heads,Number of holding based on cattle heads
3, Upazila, Total holding,1-3 head,4-6 head,7 -9 head,10-15 head,15 head & above
4,Gazipur Sadar,25710,22869,2137,414,212,78
5,Kaliakair,25745,5149,5150,5155,10291,0
6,Kaliganj,47841,41325,4542,141,27,12
7,Kapashia,38349,27182,9018,2149,0,0
8,Sreepur,37611,0,0,0,0,0
9,Total,175256,96525,20847,7859,10530,90
