,0,1,2,3,4,5,6,7
0,Gazipur Town 2011 (Population and Housing Census),,,,,,,
1,,,,,,,,
2,Word No.,Area (sq.km),H/H,Population,Population,Population,Sex Ratio,Literacy 7+ yrs
3,Word No.,Area (sq.km),H/H,Total,Male,Female,Sex Ratio,Literacy 7+ yrs
4,Ward-01,3.27,3719,17136,9886,7250,136,71.6
5,Ward-02,10.70,1374,5918,2935,2983,98,61.3
6,Ward-03,3.68,10434,40406,21004,19402,108,65.1
7,Ward-04,2.23,8427,35210,17874,17336,103,76.1
8,Ward-05,3.69,3492,14955,7924,7031,113,59.0
9,Ward-06,7.46,1986,8170,4220,3950,107,57.5
10,Ward-07,4.18,8456,31363,16379,14984,109,73.3
11,Ward-08,4.16,2748,11405,5898,5507,107,60.0
12,Ward-09,7.86,3273,14474,7496,6978,107,63.1
13,Total,47.23,43909,179037,93616,85421,110,67.9
