,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre)
3,Upazila,Pond,Pond,Dhighee,Dhighee,Other area,Total area
4,Upazila,Number,Area,Number,Area,Other area,Total area
5,Bagerhat Sadar,5765,3576,4,535,48446,52557
6,Kachua,3649,1948,12,30,5900,10828
7,Rampal,19693,5236,6,2198,1295,10181
8,Sarankhola,720,90,16,42,32,959
9,Chitalmari,1747,336,0,0,15100,16687
10,Morrelgonj,12750,2655,0,0,2099,4754
11,Mongla,2312,60,9,23,31,301
12,Mollahat,1855,489,0,0,52,26140
13,Fakirhat,2078,402,4,4,9637,10043
14,Total,50569,14792,51,2832,82592,132450
