,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,"
Upazila","Number of
kindergarten school",Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,"Students
per teacher"
2,"
Upazila","Number of
kindergarten school",Male,Female,Total,Male,Female,Total,"Students
per teacher"
3,Bagerhat Sadar,32,97,39,126,1434,1235,2669,21
4,Kachua,7,7,17,24,210,312,522,22
5,Rampal,8,18,14,32,401,430,831,26
6,Sarankhola,1,2,6,8,102,50,152,19
7,Chitalmari,7,24,35,59,920,1128,2048,35
8,Morrelgonj,14,27,21,48,512,477,981,20
9,Mongla,2,11,4,15,122,136,258,17
10,Mollahat,8,25,27,52,496,449,941,18
11,Fakirhat,6,16,19,35,429,485,914,26
12,Total,85,227,182,399,4626,4702,9316,23
