,0,1,2,3,4,5,6
0,Population by religion 2011,,,,,,
1,Upazila,Muslim,Hindu,Buddhist,Christian,Others,Total
2,Bagerhat Sadar,219207,46547,561,4,70,266389
3,Chitalmari,92739,46003,58,2,8,138810
4,Fakirhat,104951,32628,57,0,153,137789
5,Kachua,78645,18347,19,0,0,97011
6,Mollahat,104335,26302,89,0,152,130878
7,Mongla,102298,29426,4837,21,6,136588
8,Morrelgonj,263332,31136,34,2,72,294576
9,Rampal,123250,31253,448,10,4,154965
10,Sarankhola,109836,9232,12,4,0,119084
11,Total,1198593,270874,6115,43,465,1476090
