,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,"
Upazila",Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
2,"
Upazila","Number
of branch",Account,Account,Account,Account,"Number
of branch",Account,Account,Account,Account
3,"
Upazila","Number
of branch",S.D,C.D,F.D,S.T.D,"Number
of branch",S.D,C.D,F.D,S.T.D
4,Bagerhat Sadar,3,11088,653,137,83,3,13946,1467,562,102
5,Kachua,1,4436,407,70,47,0,0,0,0,0
6,Rampal,3,12809,492,334,56,2,12319,408,177,24
7,Sarankhola,1,7869,397,95,28,1,3098,259,89,15
8,Chitalmari,1,8734,346,102,37,0,0,0,0,0
9,Morrelgonj,1,10646,486,275,65,1,716,6,47,1
10,Mongla,2,8874,521,253,47,2,5368,478,260,29
11,Mollahat,1,5302,145,74,27,0,0,0,0,0
12,Fakirhat,1,951,466,121,39,1,228,36,274,12
13,Total,14,70709,3913,1461,429,10,35675,2654,1409,183
