,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,"
Upazila",Agricultural personnel,"Live-
stock personnel",Plant protection,Fishery personnel,Sanitary personnel,"Family
planning personnel",Trained midwife
2,Bagerhat Sadar,64,22,4,22,28,102,0
3,Kachua,66,18,2,109,17,73,8
4,Rampal,93,47,4,103,107,98,2
5,Sarankhola,14,6,4,3,3,31,7
6,Chitalmari,22,10,5,11,96,58,5
7,Morrelgonj,56,15,3,124,36,27,11
8,Mongla,86,18,1,46,31,36,13
9,Mollahat,15,44,1,3,54,55,7
10,Fakirhat,14,8,1,2,17,26,18
11,Total,430,188,25,423,389,506,71
