,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,"
Upazila",Hen and cock,Hen and cock,Duck,Duck,Others,Others
2,"
Upazila",Holding reporting,Total number,Holding reporting,Total number,Holding reporting,Total number
3,Bagerhat Sadar,23287,272100,7333,65670,335,2015
4,Kachua,14854,106500,8132,42040,98,588
5,Rampal,7000,53900,2015,16190,0,0
6,Sarankhola,5400,325550,1752,31800,244,120350
7,Chitalmari,2624,49928,1211,52970,150,75230
8,Morrelgonj,6240,65128,4210,84215,123,17584
9,Mongla,14682,77882,11140,49528,0,0
10,Mollahat,16820,10724,10902,47639,16420,18255
11,Fakirhat,4221,21840,8515,10640,0,0
12,Total,95128,983552,55210,400692,17370,234022
