,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry - Weaving/ handloom,Small scale and cottage industry - Handy,Small scale and cottage industry - Husking crafts mill,Small scale and cottage industry - Goor processing,Small scale and cottage industry - Biri factory,Small scale and cottage industry - Salt processing,Small scale and cottage industry - Dry fish processing,Small scale and cottage industry - Pottery,Small scale and cottage industry - Others
3,Bhedarganj,0,0,20,0,0,0,0,62,0
4,Damudya,0,10,500,0,1,0,0,40,0
5,Gosairhat,0,105,95,40,0,0,0,35,55
6,Naria,20,0,60,0,3,0,0,40,0
7,Shariatpur Sadar,0,0,360,20,0,0,0,0,0
8,Zanjira,0,0,71,0,0,0,0,0,34
9,Total,20,115,1106,60,4,0,0,177,89
