,0,1,2,3,4,5,6
0,Area and production of potato by type 2009-10,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Potato - Area,Potato - Production,Sweet potato - Area,Sweet potato - Production,Total potato - Area,Total potato - Production
3,Bhedarganj,42,408,302,1361,344,1769
4,Damudya,212,1596,30,750,242,2346
5,Gosairhat,296,3078,29,29,325,3107
6,Naria,1314,11823,271,1693,1585,13516
7,Shariatpur Sadar,833,9096,76,9500,905,18596
8,Zanjira,225,2514,40,245,265,2779
9,Total,2922,28515,748,13578,3666,42113
