,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in acre) -  Upazila,(Area in acre) - Pond - Number,(Area in acre) - Pond - Area,(Area in acre) - Dighee - Number,(Area in acre) - Dighee - Area,(Area in acre) -  Other area,(Area in acre) -  Total area
3,Bhedarganj,3637,1341,39,190,101,1632
4,Damudya,1233,714,30,100,50,880
5,Gosairhat,1610,642,13,68,0,710
6,Naria,3484,706,0,0,2473,3179
7,Shariatpur Sadar,3332,993,200,272,4,3982
8,Zanjira,385,138,0,0,630,768
9,Total,13681,4534,282,630,3258,11150
