,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,,,,,
2,(Production in metric ton) -  Upazila,(Production in metric ton) - 2010-11 - Number,(Production in metric ton) - 2010-11 - Production,(Production in metric ton) - 2009-10 - Number,(Production in metric ton) - 2009-10 - Production
3,Bhedarganj,6879,3902,7516,3528
4,Damudya,325,682,325,681
5,Gosairhat,1720,128,1634,122
6,Naria,1540,2467,1430,2268
7,Shariatpur Sadar,704,2875,655,2610
8,Zanjira,925,309,1225,310
9,Total,12093,10363,12785,9519
