,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
3, Upazila,Number of  branch,Account,Account,Account,Account,Number of  branch,Account,Account,Account,Account
4, Upazila,Number of  branch,S.D,C.D,F.D,S.T.D,Number of  branch,S.D,C.D,F.D,S.T.D
5,Jhalokati Sadar,1,8100,780,139,35,2,13400,741,97,32
6,Kanthalia,1,4211,281,164,21,0,0,0,0,0
7,Nalchity,3,9820,10,525,22,0,0,0,0,0
8,Rajapur,1,8508,203,364,17,0,0,0,0,0
9,Total,6,30639,1274,1192,95,2,13400,741,97,32
