,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Pubali bank,Pubali bank,Pubali bank,Pubali bank,Pubali bank,Uttara bank,Uttara bank,Uttara bank,Uttara bank,Uttara bank
3, Upazila,Number of  branch,Account,Account,Account,Account,Number of  branch,Account,Account,Account,Account
4, Upazila,Number of  branch,S.D,C.D,F.D,S.T.D,Number of  branch,S.D,C.D,F.D,S.T.D
5,Jhalokati Sadar,1,2105,59,26,10,1,2711,76,29,13
6,Kanthalia,0,0,0,0,0,0,0,0,0,0
7,Nalchity,1,1578,170,149,12,0,0,0,0,0
8,Rajapur,1,3934,183,173,9,0,0,0,0,0
9,Total,3,7617,412,348,31,1,2711,76,29,13
