,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Rupali and Agrani bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Rupali bank - Number of branch,Rupali bank - Account - S.D,Rupali bank - Account - C.D,Rupali bank - Account - F.D,Rupali bank - Account - S.T.D,Agrani bank - Number of branch,Agrani bank - Account - S.D,Agrani bank - Account - C.D,Agrani bank - Account - F.D,Agrani bank - Account - S.T.D
3,Adarsha Sadar,3,7214,558,272,36,5,2064,694,365,60
4,Barura,0,0,0,0,0,3,31761,983,145,13
5,Brahmanpara,0,0,0,0,0,1,3,320,122,3
6,Burichang,1,4,420,130,5,1,6,332,130,8
7,Chandina,2,14766,595,90,7,1,7659,584,2828,0
8,Chauddagram,0,0,0,0,0,2,0,401,31,7
9,Comilla Sadar Dakshin,3,24290,585,293,32,2,12331,663,203,24
10,Daudkandi,0,0,0,0,0,1,179,627,452,19
11,Debidwar,0,0,0,0,0,1,8264,331,53,4
12,Homna,0,0,0,0,0,1,15,557,218,185
13,Laksam,2,20,98,80,17,1,560,48,31,6
14,Monoharganj,2,15451,182,207,12,1,18070,351,147,7
15,Meghna,0,0,0,0,0,0,0,0,0,0
16,Muradnagar,0,0,0,0,0,1,3207,185,75,4
17,Nangalkot,1,1027,102,35,7,3,13420,310,52,18
18,Titas,0,0,0,0,0,1,8176,175,96,6
19,Total,14,62772,2540,1107,116,25,105715,6561,4948,364
