,0,1,2,3,4
0,Number of bamboo and cane industry and person engaged 2011,,,,
1,,,,,
2,Upazila,Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Adarsha Sadar,66,66,0,66
4,Barura,205,460,58,518
5,Brahmanpara,95,260,25,285
6,Burichang,320,640,0,640
7,Chandina,22,73,180,273
8,Chauddagram,30,60,9,69
9,Comilla Sadar Dakshin,24,56,10,66
10,Daudkandi,42,55,38,93
11,Debidwar,50,120,0,120
12,Homna,58,160,60,176
13,Laksam,182,455,0,455
14,Monoharganj,84,120,0,120
15,Meghna,20,25,6,31
16,Muradnagar,345,560,45,605
17,Nangalkot,145,205,0,205
18,Titas,24,53,27,80
19,Total,1712,3368,458,3802
