,0,1,2,3,4
0,Numbers of money exchange agency 2011,,,,
1,,,,,
2, Upazila, Number of money exchange agency, Number of employee,Annual transactions per money exchange agency (lac tk), Annual profit per agency (lac tk)
3,Adarsha Sadar,3,11,6795,6
4,Barura,0,0,0,0
5,Brahmanpara,0,0,0,0
6,Burichang,0,0,0,0
7,Chandina,0,0,0,0
8,Chauddagram,0,0,0,0
9,Comilla Sadar Dakshin,0,0,0,0
10,Daudkandi,1,5,1548,6
11,Debidwar,0,0,0,0
12,Homna,0,0,0,0
13,Laksam,0,0,0,0
14,Monoharganj,0,0,0,0
15,Meghna,0,0,0,0
16,Muradnagar,0,0,0,0
17,Nangalkot,0,0,0,0
18,Titas,1,2,260,5
19,Total/ Average,5,18,8603,3
