,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,,,,,
2,Upazila,Number of pump fielded - Electric,Number of pump fielded - Diesel,Number of pump fielded - Total,Area irrigated (in acre)
3,Adarsha Sadar,352,197,549,15750
4,Barura,2361,252,2613,24655
5,Brahmanpara,330,989,1322,10967
6,Burichang,520,345,865,6558
7,Chandina,1102,1575,2677,4675
8,Chauddagram,411,15,426,7170
9,Comilla Sadar Dakshin,2042,316,2350,17561
10,Daudkandi,172,78,250,9420
11,Debidwar,1100,1120,2220,25414
12,Homna,106,5100,5206,15966
13,Laksam,1568,464,2032,15087
14,Monoharganj,52,425,477,7200
15,Meghna,8,905,913,3920
16,Muradnagar,335,682,1017,7025
17,Nangalkot,1887,2052,3939,24725
18,Titas,183,122,305,18345
19,Total,12529,14637,27161,214438
