,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Municipality,Primary school - Govt,Primary school - Non- govt,Primary school - Total,Number of teacher - Govt,Number of teacher - Non- govt,Number of teacher - Total,Number of student - Govt,Number of student - Non- govt,Number of student - Total,Students per teacher
3,Comilla,35,2,37,248,8,256,12047,2831,14878,58
4,Barura,12,2,14,92,5,97,4605,356,4958,51
5,Chandina,8,3,11,63,12,75,4692,645,5337,71
6,Chauddagram,6,5,11,40,20,60,1755,750,2505,42
7,Comilla Sadar Dakshin,21,12,33,105,36,141,3952,4116,8068,57
8,Daudkandi,8,3,11,66,12,78,3039,572,3611,46
9,Debidwar,9,3,12,45,15,60,1630,280,1910,32
10,Homna,7,0,7,50,0,50,2806,0,2806,56
11,Laksam,10,4,14,92,16,108,6210,1174,7384,68
12,Nangalkot,2,8,10,28,32,60,1093,1736,2829,47
13,Total,118,42,160,829,156,985,41829,12460,54286,55
