,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,,,,,,
2,Upazila,Class-I,Class-II,Class-III,Class-IV,Number of employee
3,Adarsha Sadar,250,254,2817,821,4142
4,Barura,50,29,557,152,788
5,Brahmanpara,35,25,780,260,1100
6,Burichang,35,25,780,260,1100
7,Chandina,39,29,381,92,541
8,Chauddagram,64,33,1306,199,1602
9,Comilla Sadar Dakshin,289,285,1083,673,2330
10,Daudkandi,43,28,402,182,655
11,Debidwar,59,30,537,190,816
12,Homna,65,28,886,159,1138
13,Laksam,49,52,384,168,653
14,Monoharganj,38,15,623,79,755
15,Meghna,23,18,396,65,502
16,Muradnagar,66,51,659,203,979
17,Nangalkot,52,24,312,94,482
18,Titas,39,23,573,74,709
19,Total,1196,949,12476,3671,18292
