,0,1,2,3,4,5,6,7
0,Land Utilization (Temporary Cropped Area) 2008,,,,,,,
1,,,,,,,,
2,Upazila/City corporation Nmae,Current fallow,Temporary Cropped area Single,Temporary Cropped area Double,Temporary Cropped area Triple,Temporary Cropped area Net,Temporary Cropped area Gross,Productivity of crop
3,Batiaghata,14,27089,14039,1778,30296,60501,187
4,Dacope,3400,55300,2355,45,38991,60145,104
5,Dighalia,123,3531,10854,642,9766,27165,181
6,Dumuria,1322,39515,29982,8377,63013,124610,122
7,Khulna City Corporation,1376,1249,1862,68,4229,5177,75
8,Koyra,3088,28681,13374,817,23605,57880,135
9,Paikgachha,1853,52167,11404,440,34911,76295,118
10,Phultala,60,3370,2290,1923,6699,13719,181
11,Rupsa,710,10657,6247,2384,14069,30303,157
12,Terokhada,3392,4269,23494,623,28385,53126,187
13,Total,15338,225828,115901,17097,253964,508921,142
