,0,1,2,3,4,5
0,"Number of Non-Registered Rickshaws, Van, Easy Bike and and Auto-Rickshaws, etc. 2011",,,,,
1,,,,,,
2,Upazila/city corporation,Rickshaw,Van,Easy bike and Auto-rickshaw,Tempo,Nochimon/Korimon/ bhotvoti
3,Batiaghata,44,3000,200,250,250
4,Dacope,0,850,0,0,100
5,Dighalia,58,512,11,2,5
6,Dumuria,0,98,16,6,315
7,Khulna City Corporation,1609,1184,159,38,8
8,Koyra,0,379,0,0,189
9,Paikgachha,0,895,6,0,705
10,Phultala,0,800,100,2,174
11,Rupsa,0,551,5,11,17
12,Terokhada,0,1276,0,0,103
13,Total,1711,9545,497,309,1866
