,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,Mymensingh,,,,
2,,,,,
3, Upazila, Name of land/river/sea port,Name of Important or historical/tourist place/object,Name of important /famous crop or food production,Distance between district head quarter  upazila by road (km)
4,Bhaluka,-,Crocodile Farm,Paddy,40
5,Dhobaura,-,-,Paddy,52
6,Fulbaria,-,"Orchid Garden, Enayetpur",Paddy,21
7,Gaffargaon,-,-,Paddy,45
8,Gauripur,-,"Jaminder bari, Bokai Nagar fort",Paddy,20
9,Haluaghat,Gobrakhura ; Koroituli land port,-,Paddy,54
10,Ishwargonj,-,-,Paddy,22
11,Muktagacha,-,Jamider bari,"Paddy, Muktagachar Monda",18
12,Mymensingh Sadar,-,"Soshi lodge, BAU",Paddy,2
13,Nandail,-,-,Paddy,47
14,Phulpur,-,-,Paddy,32
15,Trishal,-,"Darirampur,kobi kazi Nazrul Islam University",Paddy,24
