,0,1,2,3,4
0,Number of wooden furniture and person engaged 2011,,,,
1,Mymensingh,,,,
2,,,,,
3, Upazila, Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
4,Bhaluka,230,310,760,1070
5,Dhobaura,82,95,70,165
6,Fulbaria,275,380,1100,1480
7,Gaffargaon,330,405,690,1095
8,Gauripur,372,380,1116,1496
9,Haluaghat,150,150,265,415
10,Ishwargonj,76,76,540,608
11,Muktagacha,320,322,187,509
12,Mymensingh Sadar,785,1050,1305,2355
13,Nandail,234,315,53,368
14,Phulpur,2055,4500,1555,6055
15,Trishal,460,440,1380,1820
16,Total,5404,8423,9021,17436
